Claim Date,Employee Name,Employee ID,Designation,Project Name,Email address,Total Persons,Allowable Amount,Total Bill Amount,List of Persons (as JSON),Bill
14-04-2024 00:00,Graham Roberts,2024,Software Engineer,edgeCore,Graham.Roberts@xyz.com,14,5600,5571,"[{""employee_code"": ""2024"", ""name"": ""Graham Roberts""}, {""employee_code"": ""2056"", ""name"": ""Hope Garc?""}, {""employee_code"": ""1941"", ""name"": ""Miles Elliott""}, {""employee_code"": ""1957"", ""name"": ""Luca Allen""}, {""employee_code"": ""2072"", ""name"": ""Mia Duncan""}, {""employee_code"": ""2073"", ""name"": ""June Wright""}, {""employee_code"": ""2058"", ""name"": ""Brooke Reed""}, {""employee_code"": ""2005"", ""name"": ""Zoe Sullivan""}, {""employee_code"": ""2017"", ""name"": ""Miles Martinez""}, {""employee_code"": ""2012"", ""name"": ""Eli Harris""}, {""employee_code"": ""1962"", ""name"": ""Eden Chang""}, {""employee_code"": ""1947"", ""name"": ""Reagan Sullivan""}, {""employee_code"": ""2002"", ""name"": ""Adam James""}, {""employee_code"": ""2033"", ""name"": ""Gabriel Allen""}, {""employee_code"": ""2001"", ""name"": ""David Baker""}]","[{""Bill_Date"": ""2024-04-02"", ""Bill_No"": ""04_112"", ""Total_Price"": 5571}]"
06-04-2024 00:00,Tobin Green,1935,Data Scientist,TripAdvisor,Tobin.Green@xyz.com,7,2800,2769,"[{""employee_code"": ""1935"", ""name"": ""Tobin Green""}, {""employee_code"": ""2019"", ""name"": ""Emery Reed""}, {""employee_code"": ""1870"", ""name"": ""Savannah Taylor""}, {""employee_code"": ""2053"", ""name"": ""Vivian Mitchell""}, {""employee_code"": ""2023"", ""name"": ""Aiden Harrington""}, {""employee_code"": ""2086"", ""name"": ""Darren Shaw""}, {""employee_code"": ""2050"", ""name"": ""Stella Ross""}]","[{""Bill_Date"": ""2024-04-05"", ""Bill_No"": ""04_87"", ""Total_Price"": 2769}]"
15-04-2024 00:00,Vivian Johnson,2029,Data Engineer,o9 -  TMobile Resilinc,Vivian.Johnson@xyz.com,1,400,405,"[{""employee_code"": ""2029"", ""name"": ""Vivian Johnson""}]","[{""Bill_Date"": ""2024-04-04"", ""Bill_No"": ""04_175"", ""Total_Price"": 405}]"
11-04-2024 00:00,Henry Elliott,2014,Talent Partner,Human resources,Henry.Elliott@xyz.com,3,1200,1251,"[{""employee_code"": ""2014"", ""name"": ""Henry Elliott""}, {""employee_code"": ""1996"", ""name"": ""Mila Palmer""}, {""employee_code"": ""2034"", ""name"": ""Chloe Russell""}]","[{""Bill_Date"": ""2024-04-10"", ""Bill_No"": ""04_89"", ""Total_Price"": 1251}]"
23-04-2024 00:00,Miles Martinez,2017,Software Engineer,Greenmath,Miles.Martinez@xyz.com,4,1600,1636,"[{""employee_code"": ""2056"", ""name"": ""Hope Garc?""}, {""employee_code"": ""1957"", ""name"": ""Luca Allen""}, {""employee_code"": ""2017"", ""name"": ""Miles Martinez""}, {""employee_code"": ""1973"", ""name"": ""Charlotte Ross""}]","[{""Bill_Date"": ""2024-04-20"", ""Bill_No"": ""04_118"", ""Total_Price"": 1636}]"
12-04-2024 00:00,Maddox Perez,2011,Associate ,LTV - Tripadvisor,Maddox.Perez@xyz.com,9,3600,3671,"[{""employee_code"": ""2011"", ""name"": ""Maddox Perez""}, {""employee_code"": ""2003"", ""name"": ""Milo Clark""}, {""employee_code"": ""2010"", ""name"": ""Aubrey Thomas""}, {""employee_code"": ""2049"", ""name"": ""Olivia Alexander""}, {""employee_code"": ""2045"", ""name"": ""Harrison Duncan""}, {""employee_code"": ""2034"", ""name"": ""Chloe Russell""}, {""employee_code"": ""2055"", ""name"": ""Brooke Mitchell""}, {""employee_code"": ""2042"", ""name"": ""Chloe Ross""}]","[{""Bill_Date"": ""2024-04-08"", ""Bill_No"": ""04_7"", ""Total_Price"": 3671}]"
16-04-2024 00:00,Savannah Taylor,1870,Senior Data Scientist,edgeCore.ai,Savannah.Taylor@xyz.com,6,2400,2379,"[{""employee_code"": ""1870"", ""name"": ""Savannah Taylor""}, {""employee_code"": ""2019"", ""name"": ""Emery Reed""}, {""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}, {""employee_code"": ""2065"", ""name"": ""Kaitlyn Long""}, {""employee_code"": ""2068"", ""name"": ""Nia Thomas""}]","[{""Bill_Date"": ""2024-04-12"", ""Bill_No"": ""04_2"", ""Total_Price"": 2379}]"
26-04-2024 00:00,Nia Thomas,2068,Data Engineer,-,Nia.Thomas@xyz.com,1,400,492,"[{""employee_code"": ""2068"", ""name"": ""Nia Thomas""}]","[{""Bill_Date"": ""2024-04-10"", ""Bill_No"": ""04_10"", ""Total_Price"": 492}]"
21-04-2024 00:00,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,9,3600,3579,"[{""employee_code"": ""2008"", ""name"": ""Mabel Gibson""}, {""employee_code"": ""2064"", ""name"": ""Emmett Hall""}, {""employee_code"": ""2052"", ""name"": ""Cameron Gibson""}, {""employee_code"": ""2043"", ""name"": ""Josie Barnes""}, {""employee_code"": ""2050"", ""name"": ""Stella Ross""}, {""employee_code"": ""1932"", ""name"": ""Nia Ross""}, {""employee_code"": ""2047"", ""name"": ""Mackenzie Mitchell""}, {""employee_code"": ""2044"", ""name"": ""Jacob Williamson""}]","[{""Bill_Date"": ""2024-04-13"", ""Bill_No"": ""04_128"", ""Total_Price"": 3579}]"
22-04-2024 00:00,Maddox Perez,2011,Associate ,LTV - Tripadvisor,Maddox.Perez@xyz.com,8,3200,3193,"[{""employee_code"": ""2011"", ""name"": ""Maddox Perez""}, {""employee_code"": ""2003"", ""name"": ""Milo Clark""}, {""employee_code"": ""2010"", ""name"": ""Aubrey Thomas""}, {""employee_code"": ""2049"", ""name"": ""Olivia Alexander""}, {""employee_code"": ""2045"", ""name"": ""Harrison Duncan""}, {""employee_code"": ""2034"", ""name"": ""Chloe Russell""}, {""employee_code"": ""2055"", ""name"": ""Brooke Mitchell""}, {""employee_code"": ""2042"", ""name"": ""Chloe Ross""}]","[{""Bill_Date"": ""2024-04-09"", ""Bill_No"": ""04_7"", ""Total_Price"": 3193}]"
19-04-2024 00:00,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,8,3200,3275,"[{""employee_code"": ""2008"", ""name"": ""Mabel Gibson""}, {""employee_code"": ""2064"", ""name"": ""Emmett Hall""}, {""employee_code"": ""2052"", ""name"": ""Cameron Gibson""}, {""employee_code"": ""2043"", ""name"": ""Josie Barnes""}, {""employee_code"": ""2050"", ""name"": ""Stella Ross""}, {""employee_code"": ""1932"", ""name"": ""Nia Ross""}, {""employee_code"": ""2047"", ""name"": ""Mackenzie Mitchell""}, {""employee_code"": ""2044"", ""name"": ""Jacob Williamson""}]","[{""Bill_Date"": ""2024-04-07"", ""Bill_No"": ""04_128"", ""Total_Price"": 3275}]"
06-04-2024 00:00,Liana Rodriguez,2051,Data Scientist,o9 - Iveco,Liana.Rodriguez@xyz.com,12,4800,4714,"[{""employee_code"": ""1916"", ""name"": ""Cameron Bradley""}, {""employee_code"": ""2033"", ""name"": ""Gabriel Allen""}, {""employee_code"": ""2032"", ""name"": ""Natalie Duncan""}, {""employee_code"": ""1945"", ""name"": ""Josiah Graham""}, {""employee_code"": ""2029"", ""name"": ""Vivian Johnson""}, {""employee_code"": ""2068"", ""name"": ""Nia Thomas""}, {""employee_code"": ""2089"", ""name"": ""Jonah Hughes""}, {""employee_code"": ""2030"", ""name"": ""Mackenzie Graham""}, {""employee_code"": ""2077"", ""name"": ""Felicity Craig""}, {""employee_code"": ""2085"", ""name"": ""Dylan Hayes""}, {""employee_code"": ""2041"", ""name"": ""Miles Foster""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": ""2051"", ""name"": ""Liana Rodriguez""}]","[{""Bill_Date"": ""2024-04-01"", ""Bill_No"": ""04_145"", ""Total_Price"": 4714}]"
21-04-2024 00:00,Felicity Taylor,,INTERN,,Felicity.Taylor@xyz.com,1,400,330,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]","[{""Bill_Date"": ""2024-04-18"", ""Bill_No"": ""04_46"", ""Total_Price"": 330}]"
20-04-2024 00:00,Aiden Harrington,2023,Data Scientist,Verite,Aiden.Harrington@xyz.com,1,400,455,"[{""employee_code"": ""2023"", ""name"": ""Aiden Harrington""}]","[{""Bill_Date"": ""2024-04-17"", ""Bill_No"": ""04_104"", ""Total_Price"": 455}]"
22-04-2024 00:00,Abel Lopez,1959,People Partner,HR,Abel.Lopez@xyz.com,2,800,781,"[{""employee_code"": ""1959"", ""name"": ""Abel Lopez""}, {""employee_code"": ""2000"", ""name"": ""Hunter Moore""}]","[{""Bill_Date"": ""2024-04-12"", ""Bill_No"": ""04_85"", ""Total_Price"": 781}]"
18-04-2024 00:00,Luca Allen,1957,STL,"edgeCore, GreenMath",Luca.Allen@xyz.com,26,10400,10467,"[{""employee_code"": ""1957"", ""name"": ""Luca Allen""}, {""employee_code"": ""1941"", ""name"": ""Miles Elliott""}, {""employee_code"": ""2061"", ""name"": ""Sebastian Mitchell""}, {""employee_code"": ""2018"", ""name"": ""Autumn Walker""}, {""employee_code"": ""2024"", ""name"": ""Graham Roberts""}, {""employee_code"": ""2017"", ""name"": ""Miles Martinez""}, {""employee_code"": ""2058"", ""name"": ""Brooke Reed""}, {""employee_code"": ""2072"", ""name"": ""Mia Duncan""}, {""employee_code"": ""2056"", ""name"": ""Hope Garc?""}, {""employee_code"": ""2060"", ""name"": ""Liam Reed""}, {""employee_code"": ""2015"", ""name"": ""Finn Barnes""}, {""employee_code"": ""2066"", ""name"": ""Nash Rivera""}, {""employee_code"": ""2057"", ""name"": ""Amos Cameron""}, {""employee_code"": ""2006"", ""name"": ""Carson Nelson""}, {""employee_code"": ""2036"", ""name"": ""Gavin Davis""}, {""employee_code"": ""1781"", ""name"": ""Tyler Perez""}, {""employee_code"": ""2012"", ""name"": ""Eli Harris""}, {""employee_code"": ""2022"", ""name"": ""Levi Stewart""}]","[{""Bill_Date"": ""2024-04-16"", ""Bill_No"": ""04_166"", ""Total_Price"": 10467}]"
03-04-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,1,400,336,"[{""employee_code"": ""1870"", ""name"": ""Savannah Taylor""}]","[{""Bill_Date"": ""2024-04-01"", ""Bill_No"": ""04_144"", ""Total_Price"": 336}]"
25-04-2024 00:00,Miles Lynch,,Intern,Traning,Miles.Lynch@xyz.com,2,800,848,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]","[{""Bill_Date"": ""2024-04-01"", ""Bill_No"": ""04_31"", ""Total_Price"": 848}]"
21-04-2024 00:00,Sadie Harrison,1958,Engagement Lead,,Sadie.Harrison@xyz.com,11,4400,4448,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]","[{""Bill_Date"": ""2024-04-18"", ""Bill_No"": ""04_114"", ""Total_Price"": 4448}]"
15-04-2024 00:00,Miles Martinez,2017,Software Engineer,Greenmath,Miles.Martinez@xyz.com,20,8000,7934,"[{""employee_code"": ""2005"", ""name"": ""Zoe Sullivan""}, {""employee_code"": ""1957"", ""name"": ""Luca Allen""}, {""employee_code"": ""2017"", ""name"": ""Miles Martinez""}, {""employee_code"": ""2057"", ""name"": ""Amos Cameron""}, {""employee_code"": ""2056"", ""name"": ""Hope Garc?""}, {""employee_code"": ""2033"", ""name"": ""Gabriel Allen""}, {""employee_code"": ""2072"", ""name"": ""Mia Duncan""}, {""employee_code"": ""2058"", ""name"": ""Brooke Reed""}, {""employee_code"": ""2061"", ""name"": ""Sebastian Mitchell""}, {""employee_code"": ""2059"", ""name"": ""Amelia Hawkins""}, {""employee_code"": ""2067"", ""name"": ""Ariana Martinez""}, {""employee_code"": ""2073"", ""name"": ""June Wright""}, {""employee_code"": ""2012"", ""name"": ""Eli Harris""}, {""employee_code"": ""1941"", ""name"": ""Miles Elliott""}, {""employee_code"": ""2024"", ""name"": ""Graham Roberts""}, {""employee_code"": ""1987"", ""name"": ""Sadie Cameron""}, {""employee_code"": ""2020"", ""name"": ""Carson Hill""}, {""employee_code"": ""2006"", ""name"": ""Carson Nelson""}]","[{""Bill_Date"": ""2024-04-07"", ""Bill_No"": ""04_37"", ""Total_Price"": 7934}]"
26-04-2024 00:00,Felicity Taylor,2078,Associate ,GPC,Felicity.Taylor@xyz.com,1,400,429,"[{""employee_code"": ""2078"", ""name"": ""Felicity Taylor""}]","[{""Bill_Date"": ""2024-04-12"", ""Bill_No"": ""04_163"", ""Total_Price"": 429}]"
24-04-2024 00:00,Vivian Johnson,2029,Data Engineer,o9 -  TMobile Resilinc,Vivian.Johnson@xyz.com,1,400,466,"[{""employee_code"": ""2029"", ""name"": ""Vivian Johnson""}]","[{""Bill_Date"": ""2024-04-12"", ""Bill_No"": ""04_175"", ""Total_Price"": 466}]"
21-04-2024 00:00,Savannah Taylor,1870,Engagement Lead,edgeCore.ai,Savannah.Taylor@xyz.com,1,400,495,"[{""employee_code"": ""1870"", ""name"": ""Savannah Taylor""}]","[{""Bill_Date"": ""2024-04-16"", ""Bill_No"": ""04_144"", ""Total_Price"": 495}]"
25-04-2024 00:00,Autumn Walker,2018,Data Scientist,5B,Autumn.Walker@xyz.com,1,400,387,"[{""employee_code"": ""2018"", ""name"": ""Autumn Walker""}]","[{""Bill_Date"": ""2024-04-15"", ""Bill_No"": ""04_98"", ""Total_Price"": 387}]"
27-04-2024 00:00,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,455,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]","[{""Bill_Date"": ""2024-04-20"", ""Bill_No"": ""04_126"", ""Total_Price"": 455}]"
20-04-2024 00:00,Mila Palmer,1996,Talent Partner,-,Mila.Palmer@xyz.com,2,800,825,"[{""employee_code"": ""1996"", ""name"": ""Mila Palmer""}, {""employee_code"": ""2034"", ""name"": ""Chloe Russell""}]","[{""Bill_Date"": ""2024-04-17"", ""Bill_No"": ""04_63"", ""Total_Price"": 825}]"
28-04-2024 00:00,Leo Freeman,2062,Data Scientist,Verite,Leo.Freeman@xyz.com,5,2000,2020,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]","[{""Bill_Date"": ""2024-04-18"", ""Bill_No"": ""04_65"", ""Total_Price"": 2020}]"
29-04-2024 00:00,Luca Allen,1957,STL,"edgeCore, GreenMath",Luca.Allen@xyz.com,11,4400,4455,"[{""employee_code"": ""1957"", ""name"": ""Luca Allen""}, {""employee_code"": ""2024"", ""name"": ""Graham Roberts""}, {""employee_code"": ""2017"", ""name"": ""Miles Martinez""}, {""employee_code"": ""2058"", ""name"": ""Brooke Reed""}, {""employee_code"": ""2022"", ""name"": ""Levi Stewart""}, {""employee_code"": ""1947"", ""name"": ""Reagan Sullivan""}, {""employee_code"": ""1987"", ""name"": ""Sadie Cameron""}, {""employee_code"": ""2002"", ""name"": ""Adam James""}, {""employee_code"": ""1973"", ""name"": ""Charlotte Ross""}, {""employee_code"": ""2096"", ""name"": ""Alvin Johnson""}]","[{""Bill_Date"": ""2024-04-18"", ""Bill_No"": ""04_138"", ""Total_Price"": 4455}]"
09-04-2024 00:00,Mack Lopez,2037,ASSOCIATE,GREENMATH,Mack.Lopez@xyz.com,2,800,747,"[{""employee_code"": ""2037"", ""name"": ""Mack Lopez""}, {""employee_code"": ""2034"", ""name"": ""Chloe Russell""}]","[{""Bill_Date"": ""2024-04-05"", ""Bill_No"": ""04_100"", ""Total_Price"": 747}]"
26-04-2024 00:00,Milo Clark,2003,Data Scientist,Tripadvisor/DQA,Milo.Clark@xyz.com,7,2800,2747,"[{""employee_code"": ""2003"", ""name"": ""Milo Clark""}, {""employee_code"": ""2010"", ""name"": ""Aubrey Thomas""}, {""employee_code"": ""2011"", ""name"": ""Maddox Perez""}, {""employee_code"": ""2049"", ""name"": ""Olivia Alexander""}, {""employee_code"": ""2045"", ""name"": ""Harrison Duncan""}, {""employee_code"": ""2042"", ""name"": ""Chloe Ross""}, {""employee_code"": ""2055"", ""name"": ""Brooke Mitchell""}]","[{""Bill_Date"": ""2024-04-20"", ""Bill_No"": ""04_72"", ""Total_Price"": 2747}]"
16-04-2024 00:00,Miles Martinez,2017,Software Engineer,Greenmath,Miles.Martinez@xyz.com,21,8400,8366,"[{""employee_code"": ""2005"", ""name"": ""Zoe Sullivan""}, {""employee_code"": ""1957"", ""name"": ""Luca Allen""}, {""employee_code"": ""2017"", ""name"": ""Miles Martinez""}, {""employee_code"": ""2057"", ""name"": ""Amos Cameron""}, {""employee_code"": ""2056"", ""name"": ""Hope Garc?""}, {""employee_code"": ""2033"", ""name"": ""Gabriel Allen""}, {""employee_code"": ""2072"", ""name"": ""Mia Duncan""}, {""employee_code"": ""2058"", ""name"": ""Brooke Reed""}, {""employee_code"": ""2061"", ""name"": ""Sebastian Mitchell""}, {""employee_code"": ""2059"", ""name"": ""Amelia Hawkins""}, {""employee_code"": ""2067"", ""name"": ""Ariana Martinez""}, {""employee_code"": ""2073"", ""name"": ""June Wright""}, {""employee_code"": ""2012"", ""name"": ""Eli Harris""}, {""employee_code"": ""1941"", ""name"": ""Miles Elliott""}, {""employee_code"": ""2024"", ""name"": ""Graham Roberts""}, {""employee_code"": ""1987"", ""name"": ""Sadie Cameron""}, {""employee_code"": ""2020"", ""name"": ""Carson Hill""}, {""employee_code"": ""2006"", ""name"": ""Carson Nelson""}]","[{""Bill_Date"": ""2024-04-05"", ""Bill_No"": ""04_37"", ""Total_Price"": 8366}]"
25-04-2024 00:00,Kaitlyn Long,2065,Associate,HG Insights,Kaitlyn.Long@xyz.com,1,400,456,"[{""employee_code"": ""2065"", ""name"": ""Kaitlyn Long""}]","[{""Bill_Date"": ""2024-04-05"", ""Bill_No"": ""04_106"", ""Total_Price"": 456}]"
13-04-2024 00:00,Sebastian Mitchell,2061,Integration Lead,,Sebastian.Mitchell@xyz.com,2,800,856,"[{""employee_code"": ""2061"", ""name"": ""Sebastian Mitchell""}, {""employee_code"": ""2069"", ""name"": ""Layne Duncan""}]","[{""Bill_Date"": ""2024-04-04"", ""Bill_No"": ""04_148"", ""Total_Price"": 856}]"
22-04-2024 00:00,Jonah Hughes,2089,Data Scientist,o9,Jonah.Hughes@xyz.com,1,400,449,"[{""employee_code"": ""2089"", ""name"": ""Jonah Hughes""}]","[{""Bill_Date"": ""2024-04-11"", ""Bill_No"": ""04_159"", ""Total_Price"": 449}]"
